user_id,user_role,department,home_country,home_city,preferred_device,preferred_browser,operating_system,preferred_auth_method,preferred_login_hour,preferred_resource,device_fingerprint,
EMP0236,HR,Human Resources,Germany,Berlin,Mobile,Firefox,Windows,SSO,9,ERP,EMP0236-7746d0ba,
EMP0237,HR,Human Resources,Singapore,Singapore,Mobile,Chrome,Windows,Password,10,HR Portal,EMP0237-d5385b0e,
EMP0238,HR,Human Resources,Singapore,Singapore,Mobile,Firefox,Windows,MFA,10,ERP,EMP0238-c51155ff,
EMP0239,Finance,Finance,UK,London,Mobile,Edge,Linux,MFA,8,ERP,EMP0239-05000bc6,
EMP0240,HR,Human Resources,UK,Manchester,Desktop,Edge,Windows,MFA,9,ERP,EMP0240-9360715f,
EMP0241,Finance,Finance,Germany,Munich,Desktop,Chrome,Linux,SSO,8,Email,EMP0241-f1578470,
EMP0242,Finance,Finance,USA,Seattle,Laptop,Edge,Linux,Password,8,ERP,EMP0242-63d62a39,
EMP0243,Engineer,Engineering,Germany,Munich,Mobile,Edge,Windows,Password,10,VPN,EMP0243-d5f25073,
EMP0244,Finance,Finance,USA,New York,Desktop,Firefox,Linux,MFA,9,Database,EMP0244-bc10fa52,
EMP0245,Engineer,Engineering,India,Hyderabad,Mobile,Edge,Windows,Password,9,Email,EMP0245-e5d6f6e6,
EMP0246,Engineer,Engineering,India,Pune,Desktop,Firefox,macOS,SSO,9,Database,EMP0246-45df16b6,
EMP0247,IT Support,Security,India,Bangalore,Desktop,Chrome,Linux,SSO,9,GitHub,EMP0247-638c254c,
EMP0248,Finance,Finance,India,Hyderabad,Laptop,Firefox,macOS,Password,9,Database,EMP0248-cc530e36,
EMP0249,Engineer,Engineering,UK,Manchester,Mobile,Edge,macOS,SSO,8,Email,EMP0249-d72b6108,
EMP0250,HR,Human Resources,India,Hyderabad,Desktop,Edge,macOS,MFA,9,HR Portal,EMP0250-fb10987f,
EMP0251,IT Support,Security,Singapore,Singapore,Mobile,Chrome,Windows,Password,10,Database,EMP0251-e82c7d7b,
EMP0252,Finance,Finance,UK,Manchester,Laptop,Firefox,macOS,Password,9,Database,EMP0252-a9ba5a27,
EMP0253,HR,Human Resources,UK,Manchester,Mobile,Edge,macOS,SSO,10,ERP,EMP0253-6db99102,
EMP0254,IT Support,Security,Germany,Munich,Laptop,Edge,Linux,SSO,9,VPN,EMP0254-2e85cb21,
EMP0255,IT Support,Security,Germany,Berlin,Mobile,Edge,Linux,SSO,10,Database,EMP0255-53cd6268,
EMP0256,Engineer,Engineering,Singapore,Singapore,Laptop,Firefox,macOS,SSO,9,Email,EMP0256-56666f9f,
EMP0257,HR,Human Resources,USA,New York,Mobile,Firefox,Windows,Password,10,HR Portal,EMP0257-473bd358,
EMP0258,Finance,Finance,UK,London,Desktop,Firefox,Windows,MFA,9,Email,EMP0258-6bebac31,
EMP0259,Engineer,Engineering,USA,Austin,Laptop,Firefox,Linux,SSO,10,Database,EMP0259-78660765,
EMP0260,Admin,IT,Germany,Berlin,Desktop,Firefox,Linux,SSO,9,Database,EMP0260-0d557b61,
EMP0261,Finance,Finance,Singapore,Singapore,Laptop,Chrome,Linux,SSO,8,Database,EMP0261-39669fa7,
EMP0262,Finance,Finance,Germany,Berlin,Mobile,Firefox,Linux,MFA,9,Database,EMP0262-f510ab53,
EMP0263,IT Support,Security,Germany,Munich,Laptop,Firefox,macOS,SSO,9,Email,EMP0263-07f194f9,
EMP0264,Finance,Finance,USA,Seattle,Laptop,Edge,macOS,Password,9,Database,EMP0264-d6d7b3b8,
EMP0265,Finance,Finance,UK,London,Laptop,Firefox,Linux,SSO,9,Email,EMP0265-3d114802,
EMP0266,HR,Human Resources,India,Mumbai,Laptop,Chrome,macOS,SSO,9,HR Portal,EMP0266-1d48a071,
EMP0267,Engineer,Engineering,India,Hyderabad,Desktop,Firefox,Linux,Password,8,Jira,EMP0267-770c7798,
EMP0268,IT Support,Security,USA,Seattle,Mobile,Edge,Linux,SSO,9,Database,EMP0268-5e6fea07,
EMP0269,Finance,Finance,Germany,Berlin,Laptop,Firefox,macOS,Password,8,Email,EMP0269-f6b751f7,
EMP0270,HR,Human Resources,UK,London,Laptop,Edge,Linux,Password,10,ERP,EMP0270-c71d5e60,
EMP0271,Engineer,Engineering,India,Pune,Mobile,Firefox,Windows,MFA,9,VPN,EMP0271-4fa03f26,
EMP0272,IT Support,Security,Singapore,Singapore,Laptop,Firefox,Linux,MFA,8,Database,EMP0272-edcb8cb6,
EMP0273,Finance,Finance,USA,Austin,Desktop,Firefox,Linux,SSO,8,ERP,EMP0273-e87466d7,
EMP0274,Finance,Finance,Germany,Berlin,Laptop,Firefox,macOS,MFA,9,Database,EMP0274-f1043785,
EMP0275,Engineer,Engineering,UK,London,Laptop,Chrome,Linux,MFA,8,Jira,EMP0275-9793b9b4,
EMP0276,Finance,Finance,UK,London,Desktop,Edge,Linux,MFA,8,Email,EMP0276-3e2b6091,
EMP0277,Finance,Finance,Germany,Berlin,Laptop,Firefox,Windows,MFA,8,Database,EMP0277-4d3485c5,
EMP0278,Admin,IT,Singapore,Singapore,Mobile,Chrome,macOS,MFA,9,Database,EMP0278-ce3714af,
EMP0279,HR,Human Resources,USA,New York,Desktop,Chrome,Linux,SSO,10,ERP,EMP0279-90e0f4a0,
EMP0280,Admin,IT,Singapore,Singapore,Mobile,Firefox,Windows,Password,9,Email,EMP0280-8861fe18,
EMP0281,Engineer,Engineering,Singapore,Singapore,Mobile,Firefox,Linux,Password,8,Email,EMP0281-11a72609,
EMP0282,Engineer,Engineering,Singapore,Singapore,Mobile,Firefox,Windows,Password,10,VPN,EMP0282-033d2bce,
EMP0283,Admin,IT,India,Mumbai,Mobile,Firefox,Linux,Password,8,Email,EMP0283-7d7ddbed,
EMP0284,Engineer,Engineering,UK,London,Mobile,Edge,Linux,SSO,10,GitHub,EMP0284-5cb85aed,
EMP0285,Admin,IT,Germany,Berlin,Desktop,Edge,Windows,SSO,9,VPN,EMP0285-75b17a55,
EMP0286,Engineer,Engineering,India,Hyderabad,Desktop,Firefox,Windows,SSO,8,GitHub,EMP0286-2d174fc9,
EMP0287,Admin,IT,India,Pune,Desktop,Chrome,Windows,SSO,9,Email,EMP0287-a6846099,
EMP0288,Admin,IT,Germany,Munich,Desktop,Edge,Linux,Password,9,Email,EMP0288-eb6c1016,
EMP0289,IT Support,Security,USA,Austin,Desktop,Chrome,Windows,SSO,10,Email,EMP0289-7701f7bb,
EMP0290,HR,Human Resources,USA,New York,Laptop,Edge,Linux,SSO,10,ERP,EMP0290-97ac6aa8,
EMP0291,IT Support,Security,UK,London,Laptop,Edge,Linux,Password,8,GitHub,EMP0291-3ed8c56c,
EMP0292,Engineer,Engineering,India,Hyderabad,Mobile,Chrome,Windows,Password,8,GitHub,EMP0292-4767d76c,
EMP0293,IT Support,Security,India,Hyderabad,Mobile,Firefox,macOS,Password,10,Database,EMP0293-c01f36bf,
EMP0294,Engineer,Engineering,UK,Manchester,Laptop,Firefox,Windows,Password,10,Jira,EMP0294-ab0e664e,
EMP0295,Finance,Finance,USA,Austin,Mobile,Edge,macOS,SSO,9,Email,EMP0295-7e8adee7,
EMP0296,HR,Human Resources,Germany,Berlin,Mobile,Firefox,Windows,MFA,10,Email,EMP0296-7cd0129d,
EMP0297,Engineer,Engineering,Singapore,Singapore,Mobile,Firefox,Linux,SSO,8,Database,EMP0297-4223623b,
EMP0298,Finance,Finance,UK,Manchester,Mobile,Edge,Linux,Password,9,Database,EMP0298-989d9d4a,
EMP0299,HR,Human Resources,Singapore,Singapore,Laptop,Chrome,Linux,SSO,10,HR Portal,EMP0299-8e485223,
EMP0300,Engineer,Engineering,Singapore,Singapore,Desktop,Firefox,macOS,Password,8,Database,EMP0300-30e912f2,
EMP0301,Finance,Finance,USA,Seattle,Mobile,Chrome,Linux,MFA,8,ERP,EMP0301-680bac63,
EMP0302,Engineer,Engineering,Germany,Munich,Mobile,Firefox,macOS,Password,8,GitHub,EMP0302-3d85de89,
EMP0303,IT Support,Security,Singapore,Singapore,Desktop,Chrome,Linux,MFA,8,VPN,EMP0303-b63b4dc3,
EMP0304,HR,Human Resources,India,Hyderabad,Laptop,Firefox,macOS,SSO,10,HR Portal,EMP0304-046a0df5,
EMP0305,HR,Human Resources,Singapore,Singapore,Desktop,Edge,Linux,SSO,10,ERP,EMP0305-6786d506,
EMP0306,Finance,Finance,Germany,Munich,Mobile,Edge,Linux,Password,9,Email,EMP0306-a9f948b2,
EMP0307,Finance,Finance,USA,Seattle,Desktop,Edge,Windows,SSO,8,ERP,EMP0307-8db06746,
EMP0308,Engineer,Engineering,Germany,Munich,Desktop,Chrome,Windows,MFA,9,Jira,EMP0308-ff233d5f,
EMP0309,IT Support,Security,USA,Seattle,Mobile,Firefox,macOS,MFA,9,GitHub,EMP0309-5a104129,
EMP0310,Admin,IT,UK,London,Mobile,Edge,Windows,Password,9,Email,EMP0310-4e7ed827,
EMP0311,Admin,IT,USA,Austin,Mobile,Chrome,macOS,Password,9,VPN,EMP0311-b8a6171f,
EMP0312,Engineer,Engineering,India,Hyderabad,Laptop,Firefox,Windows,Password,8,Jira,EMP0312-be2d740a,
EMP0313,HR,Human Resources,Singapore,Singapore,Desktop,Chrome,macOS,SSO,10,ERP,EMP0313-b0ae8f08,
EMP0314,Admin,IT,India,Bangalore,Mobile,Firefox,Linux,Password,9,VPN,EMP0314-bd1531c8,
EMP0315,Finance,Finance,Singapore,Singapore,Laptop,Firefox,macOS,SSO,8,Database,EMP0315-96ef2ad6,
EMP0316,Engineer,Engineering,India,Mumbai,Laptop,Chrome,macOS,SSO,9,VPN,EMP0316-98c7472a,
EMP0317,Finance,Finance,UK,London,Desktop,Edge,Linux,SSO,8,ERP,EMP0317-d52721e7,
EMP0318,Finance,Finance,India,Bangalore,Laptop,Edge,Linux,MFA,9,Email,EMP0318-5c62b3a2,
EMP0319,Engineer,Engineering,India,Mumbai,Laptop,Edge,Linux,SSO,10,VPN,EMP0319-b540b30e,
EMP0320,Engineer,Engineering,Singapore,Singapore,Laptop,Chrome,macOS,SSO,9,Database,EMP0320-0ba6eab9,
EMP0321,Engineer,Engineering,India,Pune,Mobile,Firefox,macOS,Password,9,Jira,EMP0321-4ac9778d,
EMP0322,Engineer,Engineering,USA,Austin,Laptop,Firefox,Linux,Password,8,VPN,EMP0322-a34b6cf6,
EMP0323,IT Support,Security,USA,Austin,Desktop,Firefox,macOS,MFA,10,Email,EMP0323-1a432f0a,
EMP0324,HR,Human Resources,India,Pune,Laptop,Chrome,Linux,Password,10,HR Portal,EMP0324-48ca7651,
EMP0325,IT Support,Security,Singapore,Singapore,Desktop,Chrome,macOS,MFA,9,Email,EMP0325-5738811d,
EMP0326,HR,Human Resources,Germany,Munich,Desktop,Chrome,macOS,SSO,10,ERP,EMP0326-40a26c60,
EMP0327,Engineer,Engineering,Singapore,Singapore,Laptop,Firefox,Windows,Password,8,VPN,EMP0327-1d34d08e,
EMP0328,Admin,IT,USA,Austin,Desktop,Edge,Linux,Password,7,VPN,EMP0328-7de31a51,
EMP0329,Finance,Finance,UK,Manchester,Desktop,Chrome,Windows,Password,9,ERP,EMP0329-afbb411a,
EMP0330,Admin,IT,Singapore,Singapore,Laptop,Chrome,Windows,MFA,7,Email,EMP0330-cfa701cd,
EMP0331,IT Support,Security,Singapore,Singapore,Desktop,Chrome,Linux,MFA,8,Email,EMP0331-15ce6a66,
EMP0332,IT Support,Security,USA,Austin,Mobile,Chrome,macOS,MFA,8,Database,EMP0332-8edddfcd,
EMP0333,Finance,Finance,Germany,Munich,Desktop,Chrome,Windows,Password,9,Database,EMP0333-989bc4da,
EMP0334,Admin,IT,Germany,Munich,Laptop,Edge,Linux,Password,9,Email,EMP0334-c693da11,
EMP0335,Admin,IT,Singapore,Singapore,Desktop,Chrome,Windows,MFA,8,VPN,EMP0335-e893be3d,
EMP0336,Finance,Finance,Singapore,Singapore,Desktop,Edge,Linux,MFA,8,Email,EMP0336-96a9954f,
EMP0337,Finance,Finance,Germany,Berlin,Desktop,Edge,Windows,MFA,9,Database,EMP0337-9191b363,
EMP0338,Admin,IT,Singapore,Singapore,Desktop,Edge,Linux,MFA,7,Database,EMP0338-f5c9b047,
EMP0339,IT Support,Security,USA,Austin,Mobile,Chrome,macOS,SSO,10,VPN,EMP0339-c342bd2b,
EMP0340,Admin,IT,USA,Seattle,Desktop,Firefox,Windows,MFA,8,Email,EMP0340-43bfd931,
EMP0341,HR,Human Resources,Germany,Berlin,Desktop,Firefox,Windows,SSO,10,Email,EMP0341-3d67cde9,
EMP0342,Engineer,Engineering,UK,Manchester,Mobile,Edge,macOS,SSO,10,Database,EMP0342-2812859a,
EMP0343,Engineer,Engineering,Germany,Berlin,Laptop,Chrome,macOS,SSO,8,VPN,EMP0343-b07aa066,
EMP0344,IT Support,Security,India,Hyderabad,Desktop,Edge,Windows,Password,9,VPN,EMP0344-085b15fb,
EMP0345,HR,Human Resources,Singapore,Singapore,Desktop,Edge,Linux,MFA,9,ERP,EMP0345-48603b32,
EMP0346,Finance,Finance,India,Hyderabad,Laptop,Edge,Linux,Password,8,ERP,EMP0346-1238d630,
EMP0347,Finance,Finance,Germany,Munich,Desktop,Chrome,macOS,MFA,9,Database,EMP0347-43b9da13,
EMP0348,Engineer,Engineering,UK,Manchester,Desktop,Chrome,Linux,Password,8,GitHub,EMP0348-96fc734d,
EMP0349,Finance,Finance,India,Mumbai,Mobile,Chrome,macOS,Password,8,Email,EMP0349-32a447b2,
EMP0350,Finance,Finance,Singapore,Singapore,Desktop,Chrome,Linux,SSO,8,ERP,EMP0350-398d1ca6,
EMP0351,Admin,IT,UK,London,Mobile,Firefox,Windows,MFA,8,Email,EMP0351-44007d5a,
EMP0352,Admin,IT,India,Mumbai,Laptop,Edge,macOS,Password,7,Email,EMP0352-0f44704f,
EMP0353,IT Support,Security,USA,Seattle,Desktop,Chrome,Linux,Password,10,GitHub,EMP0353-9854ce4e,
EMP0354,Admin,IT,Singapore,Singapore,Mobile,Edge,macOS,MFA,7,Email,EMP0354-ebd34616,
EMP0355,Finance,Finance,Germany,Munich,Mobile,Chrome,macOS,SSO,8,Database,EMP0355-77fc9703,
EMP0356,HR,Human Resources,Germany,Berlin,Laptop,Edge,Windows,Password,9,Email,EMP0356-670acc5c,
EMP0357,IT Support,Security,UK,Manchester,Mobile,Chrome,macOS,MFA,8,Email,EMP0357-8a3c3b5e,
EMP0358,Admin,IT,Singapore,Singapore,Mobile,Chrome,Linux,MFA,7,VPN,EMP0358-9918ee46,
EMP0359,Finance,Finance,UK,London,Desktop,Chrome,Linux,Password,9,ERP,EMP0359-bc0a6a5d,
EMP0360,IT Support,Security,Singapore,Singapore,Desktop,Firefox,Linux,MFA,9,Email,EMP0360-069f14f1,
EMP0361,HR,Human Resources,India,Bangalore,Laptop,Edge,Windows,MFA,10,HR Portal,EMP0361-ac9ed156,
EMP0362,HR,Human Resources,UK,Manchester,Mobile,Firefox,Windows,SSO,10,HR Portal,EMP0362-964db03f,
EMP0363,IT Support,Security,Germany,Berlin,Mobile,Edge,macOS,Password,8,Email,EMP0363-c3c75611,
EMP0364,HR,Human Resources,Germany,Berlin,Desktop,Edge,Linux,Password,9,Email,EMP0364-9384ec2b,
EMP0365,HR,Human Resources,USA,Austin,Mobile,Firefox,Linux,SSO,10,ERP,EMP0365-2cd94cbb,
EMP0366,HR,Human Resources,Singapore,Singapore,Laptop,Chrome,Windows,SSO,10,Email,EMP0366-7135f221,
EMP0367,IT Support,Security,Singapore,Singapore,Desktop,Firefox,Linux,MFA,10,GitHub,EMP0367-ff37d19c,
EMP0368,Engineer,Engineering,USA,Seattle,Laptop,Edge,macOS,Password,8,Jira,EMP0368-d0725b5c,
EMP0369,HR,Human Resources,Germany,Berlin,Mobile,Edge,Linux,Password,10,ERP,EMP0369-785299f4,
EMP0370,Admin,IT,UK,Manchester,Laptop,Firefox,Windows,MFA,9,Email,EMP0370-5230dfbd,
EMP0371,Finance,Finance,Germany,Munich,Desktop,Edge,macOS,Password,8,Email,EMP0371-292bd156,
EMP0372,Admin,IT,Germany,Berlin,Mobile,Edge,Windows,MFA,8,VPN,EMP0372-7ed70ed7,
EMP0373,Finance,Finance,Germany,Munich,Desktop,Firefox,macOS,Password,9,Email,EMP0373-668409e3,
EMP0374,Finance,Finance,India,Bangalore,Laptop,Firefox,Linux,Password,8,ERP,EMP0374-0964fbbf,
EMP0375,Admin,IT,UK,London,Desktop,Chrome,macOS,Password,8,Email,EMP0375-409d3602,
EMP0376,HR,Human Resources,Germany,Berlin,Mobile,Edge,Linux,Password,9,Email,EMP0376-c5c5b37a,
EMP0377,Engineer,Engineering,UK,Manchester,Mobile,Firefox,Windows,MFA,10,GitHub,EMP0377-d32e6dcd,
EMP0378,Engineer,Engineering,India,Mumbai,Desktop,Chrome,Windows,SSO,10,Jira,EMP0378-de8ede0b,
EMP0379,Admin,IT,India,Bangalore,Mobile,Edge,Windows,MFA,7,Email,EMP0379-0de051a6,
EMP0380,Admin,IT,India,Mumbai,Desktop,Chrome,macOS,Password,8,VPN,EMP0380-9f64eeed,
EMP0381,Finance,Finance,Germany,Berlin,Desktop,Chrome,macOS,SSO,8,ERP,EMP0381-71299889,
EMP0382,IT Support,Security,Singapore,Singapore,Mobile,Firefox,Windows,MFA,10,GitHub,EMP0382-445dcc38,
EMP0383,HR,Human Resources,USA,Seattle,Mobile,Firefox,Linux,Password,9,HR Portal,EMP0383-49bc473f,
EMP0384,HR,Human Resources,India,Hyderabad,Desktop,Edge,Linux,Password,10,HR Portal,EMP0384-7c16128d,
EMP0385,Engineer,Engineering,USA,Austin,Mobile,Firefox,macOS,SSO,10,VPN,EMP0385-a14923c2,
EMP0386,Engineer,Engineering,Germany,Berlin,Mobile,Firefox,macOS,Password,9,Database,EMP0386-b5b453ca,
EMP0387,Engineer,Engineering,USA,Seattle,Desktop,Chrome,Windows,MFA,8,Email,EMP0387-03802b70,
EMP0388,IT Support,Security,India,Pune,Desktop,Chrome,Linux,SSO,9,Email,EMP0388-3985fb62,
EMP0389,IT Support,Security,USA,Seattle,Laptop,Chrome,macOS,Password,9,VPN,EMP0389-1d0bc9bd,
EMP0390,HR,Human Resources,India,Bangalore,Desktop,Firefox,Linux,SSO,10,ERP,EMP0390-a5d04d53,
EMP0391,Admin,IT,UK,London,Mobile,Firefox,macOS,SSO,8,VPN,EMP0391-eec259dc,
EMP0392,Engineer,Engineering,Germany,Berlin,Mobile,Chrome,Windows,SSO,9,VPN,EMP0392-b495db4e,
EMP0393,IT Support,Security,India,Pune,Mobile,Edge,macOS,Password,8,VPN,EMP0393-7b85179a,
EMP0394,Engineer,Engineering,UK,London,Desktop,Firefox,macOS,Password,10,VPN,EMP0394-74eff545,
EMP0395,HR,Human Resources,India,Bangalore,Mobile,Chrome,macOS,Password,10,HR Portal,EMP0395-30cbd755,
EMP0396,Finance,Finance,Singapore,Singapore,Laptop,Edge,Windows,SSO,8,Database,EMP0396-bf0d073d,
EMP0397,Engineer,Engineering,Germany,Munich,Desktop,Firefox,Windows,MFA,10,Email,EMP0397-11df12d7,
EMP0398,Engineer,Engineering,UK,Manchester,Mobile,Edge,Windows,MFA,8,Email,EMP0398-dabac50d,
EMP0399,Finance,Finance,USA,Seattle,Laptop,Firefox,macOS,SSO,8,ERP,EMP0399-c9a7d91f,
EMP0400,IT Support,Security,India,Bangalore,Laptop,Chrome,Windows,MFA,9,GitHub,EMP0400-00a81de9,
EMP0401,HR,Human Resources,USA,New York,Mobile,Firefox,macOS,SSO,9,Email,EMP0401-d664d264,
EMP0402,Finance,Finance,USA,Seattle,Mobile,Edge,Linux,Password,9,Email,EMP0402-a8f1e091,
EMP0403,Engineer,Engineering,Singapore,Singapore,Laptop,Chrome,macOS,Password,8,Database,EMP0403-7250ee18,
EMP0404,Admin,IT,Germany,Munich,Desktop,Chrome,macOS,MFA,8,VPN,EMP0404-551ac8ea,
EMP0405,HR,Human Resources,Germany,Munich,Mobile,Firefox,Windows,MFA,10,Email,EMP0405-6090d697,
EMP0406,HR,Human Resources,Singapore,Singapore,Laptop,Chrome,Linux,Password,10,HR Portal,EMP0406-de9e3757,
EMP0407,Engineer,Engineering,Germany,Berlin,Mobile,Edge,macOS,SSO,8,VPN,EMP0407-3d225c30,
EMP0408,HR,Human Resources,Singapore,Singapore,Desktop,Edge,Windows,Password,10,ERP,EMP0408-db23aa8c,
EMP0409,Engineer,Engineering,India,Mumbai,Mobile,Edge,macOS,MFA,10,Database,EMP0409-517400f8,
EMP0410,Engineer,Engineering,Singapore,Singapore,Mobile,Chrome,macOS,MFA,10,GitHub,EMP0410-e9d68f23,
EMP0411,IT Support,Security,India,Hyderabad,Mobile,Chrome,Windows,MFA,9,GitHub,EMP0411-fd08b32c,
EMP0412,Admin,IT,Germany,Munich,Desktop,Edge,Windows,Password,7,VPN,EMP0412-a6eab79e,
EMP0413,IT Support,Security,India,Mumbai,Laptop,Chrome,Linux,MFA,9,GitHub,EMP0413-f6febc0e,
EMP0414,Engineer,Engineering,Singapore,Singapore,Laptop,Edge,Linux,MFA,8,VPN,EMP0414-f72169bb,
EMP0415,Engineer,Engineering,USA,Austin,Desktop,Firefox,macOS,SSO,8,GitHub,EMP0415-19b17e80,
EMP0416,Finance,Finance,USA,New York,Mobile,Chrome,Linux,MFA,8,Email,EMP0416-1986b4b2,
EMP0417,Finance,Finance,Germany,Berlin,Laptop,Edge,Linux,SSO,8,Email,EMP0417-03edd1f8,
EMP0418,Engineer,Engineering,UK,London,Laptop,Chrome,Windows,Password,8,Jira,EMP0418-def57689,
EMP0419,HR,Human Resources,UK,Manchester,Mobile,Firefox,macOS,Password,10,ERP,EMP0419-1327f1bc,
EMP0420,Engineer,Engineering,India,Bangalore,Laptop,Firefox,Linux,Password,9,GitHub,EMP0420-43d88870,
EMP0421,Engineer,Engineering,India,Hyderabad,Laptop,Chrome,macOS,MFA,9,Database,EMP0421-65c17795,
EMP0422,Engineer,Engineering,UK,Manchester,Laptop,Edge,Windows,Password,9,VPN,EMP0422-541cdfcd,
EMP0423,Admin,IT,USA,New York,Mobile,Firefox,macOS,Password,8,Email,EMP0423-889b78d5,
EMP0424,Admin,IT,UK,Manchester,Laptop,Chrome,Linux,MFA,8,VPN,EMP0424-a075e927,
EMP0425,HR,Human Resources,Singapore,Singapore,Mobile,Firefox,Windows,MFA,10,ERP,EMP0425-7cea2045,
EMP0426,Admin,IT,Singapore,Singapore,Desktop,Firefox,macOS,MFA,8,Database,EMP0426-9e11d2cd,
EMP0427,HR,Human Resources,India,Pune,Mobile,Chrome,Windows,MFA,10,HR Portal,EMP0427-af34cf65,
EMP0428,IT Support,Security,Germany,Berlin,Laptop,Chrome,Windows,SSO,9,Database,EMP0428-3a3c8a71,
EMP0429,IT Support,Security,India,Mumbai,Mobile,Edge,Linux,Password,8,Database,EMP0429-fa745761,
EMP0430,IT Support,Security,Germany,Munich,Mobile,Chrome,macOS,SSO,10,GitHub,EMP0430-b4323070,
EMP0431,IT Support,Security,USA,Austin,Laptop,Edge,macOS,MFA,9,Database,EMP0431-2a96e1e2,
EMP0432,Engineer,Engineering,India,Bangalore,Laptop,Firefox,Windows,Password,9,Email,EMP0432-0769165f,
EMP0433,Engineer,Engineering,Germany,Berlin,Laptop,Edge,macOS,Password,8,VPN,EMP0433-0e5dd462,
EMP0434,Engineer,Engineering,USA,Austin,Mobile,Chrome,Windows,SSO,8,VPN,EMP0434-6e417d47,
EMP0435,Finance,Finance,UK,London,Desktop,Edge,Linux,Password,9,ERP,EMP0435-697c3923,
EMP0436,Admin,IT,Germany,Berlin,Mobile,Firefox,macOS,SSO,7,Database,EMP0436-2e183554,
EMP0437,IT Support,Security,USA,Seattle,Desktop,Firefox,macOS,MFA,8,Database,EMP0437-9c07a751,
EMP0438,Engineer,Engineering,Singapore,Singapore,Mobile,Chrome,Windows,SSO,10,VPN,EMP0438-aee1e86b,
EMP0439,HR,Human Resources,Singapore,Singapore,Desktop,Chrome,Linux,SSO,9,HR Portal,EMP0439-9549c931,
EMP0440,Finance,Finance,Germany,Berlin,Mobile,Chrome,macOS,SSO,9,Email,EMP0440-a34db7c5,
EMP0441,Admin,IT,India,Pune,Laptop,Chrome,macOS,Password,8,Database,EMP0441-aab612c9,
EMP0442,Engineer,Engineering,India,Bangalore,Desktop,Edge,macOS,MFA,9,Jira,EMP0442-771ad655,
EMP0443,Admin,IT,UK,Manchester,Mobile,Edge,Windows,MFA,9,Email,EMP0443-8beddb12,
EMP0444,HR,Human Resources,USA,Seattle,Laptop,Chrome,Linux,Password,10,Email,EMP0444-f1faf665,
EMP0445,Engineer,Engineering,India,Pune,Laptop,Edge,Windows,SSO,10,GitHub,EMP0445-4c955f6a,
EMP0446,Engineer,Engineering,Germany,Munich,Mobile,Chrome,Linux,SSO,10,Jira,EMP0446-b0b862ef,
EMP0447,Admin,IT,USA,New York,Laptop,Edge,Windows,Password,9,Database,EMP0447-4d57d880,
EMP0448,IT Support,Security,Singapore,Singapore,Mobile,Edge,Linux,Password,8,VPN,EMP0448-da743152,
EMP0449,Admin,IT,Singapore,Singapore,Laptop,Chrome,Linux,Password,7,Database,EMP0449-61a11729,
EMP0450,Finance,Finance,Singapore,Singapore,Laptop,Chrome,Windows,Password,9,ERP,EMP0450-4bbe4aff,
EMP0451,Engineer,Engineering,UK,London,Desktop,Edge,Linux,MFA,8,VPN,EMP0451-059dd55d,
EMP0452,IT Support,Security,UK,London,Desktop,Edge,Linux,Password,8,Email,EMP0452-6553867d,
EMP0453,Finance,Finance,UK,Manchester,Desktop,Chrome,Linux,SSO,8,ERP,EMP0453-dd750e98,
EMP0454,Engineer,Engineering,India,Pune,Mobile,Edge,macOS,Password,8,Email,EMP0454-f93e08d5,
EMP0455,Admin,IT,Singapore,Singapore,Mobile,Firefox,Linux,SSO,8,VPN,EMP0455-bec39a37,
EMP0456,Finance,Finance,India,Hyderabad,Mobile,Chrome,macOS,SSO,8,Email,EMP0456-e726be23,
EMP0457,Engineer,Engineering,UK,London,Laptop,Chrome,Windows,Password,9,GitHub,EMP0457-3ae909fe,
EMP0458,Engineer,Engineering,UK,London,Mobile,Chrome,macOS,MFA,10,VPN,EMP0458-3810ae66,
EMP0459,Engineer,Engineering,India,Hyderabad,Mobile,Edge,macOS,MFA,10,VPN,EMP0459-402913ec,
EMP0460,Admin,IT,India,Hyderabad,Laptop,Edge,Windows,Password,9,Email,EMP0460-c478f6f1,
EMP0461,IT Support,Security,India,Bangalore,Mobile,Chrome,Linux,SSO,9,GitHub,EMP0461-2303f6c6,
EMP0462,Finance,Finance,UK,Manchester,Mobile,Firefox,Linux,Password,9,ERP,EMP0462-a0a11839,
EMP0463,Admin,IT,USA,Austin,Mobile,Firefox,macOS,MFA,8,VPN,EMP0463-c9e26074,
EMP0464,Finance,Finance,USA,New York,Mobile,Edge,Linux,MFA,9,ERP,EMP0464-5d678bb1,
EMP0465,Finance,Finance,Germany,Munich,Desktop,Firefox,macOS,Password,8,ERP,EMP0465-e8dd5e5a,
EMP0466,Finance,Finance,UK,Manchester,Desktop,Firefox,Linux,SSO,8,Email,EMP0466-6a5e6920,
EMP0467,HR,Human Resources,UK,London,Desktop,Firefox,Linux,SSO,9,Email,EMP0467-c958e75e,
EMP0468,IT Support,Security,USA,New York,Desktop,Firefox,macOS,MFA,10,Database,EMP0468-5da8d6d2,
EMP0469,IT Support,Security,India,Mumbai,Laptop,Chrome,Windows,Password,9,VPN,EMP0469-45c45a3e,
EMP0470,Engineer,Engineering,Germany,Berlin,Desktop,Edge,Linux,SSO,10,Database,EMP0470-e9ff1cae,
EMP0471,Engineer,Engineering,India,Mumbai,Desktop,Edge,macOS,MFA,9,Jira,EMP0471-f7a67b94,
